"x","y","z","class_z"
6.579466675770142,0.8280594598292446,0.051451168323636824,"1"
-2.338749221657457,-7.51615975318953,0.12701888708014117,"1"
9.243086377666078,3.9282668649706984,-0.05772586774129049,"0"
-3.4371021057060203,-8.424231313639536,0.03523579844986767,"1"
-5.033779160180498,9.593225667803782,-0.09109782203316324,"0"
5.021885320632535,-0.40787166153686627,-0.18801930642802409,"0"
-0.8197600402127403,2.2900524561148856,0.26774722697250214,"1"
-7.5990072109636415,-9.5719817075566,-0.027653611005898776,"0"
3.9199617422876916,-7.474358105589511,0.09872110213243437,"1"
9.666992052894617,3.474271507251533,-0.07298031258310395,"0"
8.235954658035311,7.109567313175599,-0.09129884852578267,"0"
-1.5472192734526313,-3.2857260370940526,-0.12963260397224094,"0"
7.496880229502608,-9.42201869619291,-0.04167727574146896,"0"
6.44217113160871,-6.752363232318672,0.009871344943476296,"1"
-8.064525744412778,-6.448689035397727,-0.07592267339754645,"0"
-8.556999560451118,5.766613013475862,-0.07554707662318016,"0"
-1.050726212654105,-0.46375008543516927,0.7942045393100851,"1"
-3.78567701188143,4.444767819836912,-0.07368986405088233,"0"
-5.596973152855886,9.750537106901426,-0.08624334586127314,"0"
-2.8327107712794986,-5.06015336482972,-0.08025592670624825,"0"
6.685373814098735,-3.3299800849554595,0.12408023896896489,"1"
-2.4354126836557093,-9.357010033227688,-0.024984204729429266,"0"
-1.1983152671867074,8.456595665930319,0.09051467331497437,"1"
-8.53985020784598,1.8657739643707458,0.0722434768638047,"1"
2.654350938786278,7.070569848499197,0.1264320653628486,"1"
-8.428100625180942,3.348960103057655,0.038397925756067944,"1"
4.250212007284283,-1.8882056119388313,-0.21461022448655692,"0"
2.350761099742698,-1.6313045984083896,0.09666966046233577,"1"
-3.6763963738154493,7.243447947169628,0.1186784657987534,"1"
-9.953353089756975,-5.063860753174221,-0.08822657653470804,"0"
-2.723398337563239,9.96551083370155,-0.07619267601402213,"0"
-7.513177490292282,-1.6735131723759125,0.12832429841467236,"1"
2.981864011803797,-6.380347537095314,0.09777526527365127,"1"
2.0465913626665593,9.687066385646538,-0.04629222875336734,"0"
5.496897002790961,4.483445709713278,0.10213295380497872,"1"
-8.058200882581898,7.077939717287659,-0.08985257439904758,"0"
3.7930331066888563,-8.127735119854258,0.04905099178108524,"1"
-3.8951390586915817,1.37121997234075,-0.2021693459273358,"0"
3.9618003629813856,-4.902942401711014,0.0032299920596664325,"1"
-9.318926519817975,2.418488177870435,-0.020926699155739324,"0"
-3.1579116811836823,9.273032943717794,-0.03703055455456889,"0"
-3.677524929657741,-7.706842296312506,0.09066541065690024,"1"
-9.5075140220405,-9.751617052180691,0.06379925760584766,"1"
7.2476761993737995,-7.20716371734343,-0.0699360828720084,"0"
-6.644200347794222,-3.203937094604865,0.1203966390557423,"1"
9.325533006792305,8.374535481598269,-0.0025909298227312708,"0"
-4.66907462427272,5.720593287845446,0.12075045197871076,"1"
5.638417083349385,6.984415115415285,0.048305312370657966,"1"
1.3473991206630167,-9.726579552198872,-0.03915861665135079,"0"
-3.940165178655681,7.58751106982298,0.08979088137872465,"1"
2.5589618476693925,-1.5951911159408496,0.04172230393625966,"1"
-4.123593880072269,-8.581994391216277,-0.010119037593942344,"0"
0.12575684324467673,0.6301154963873419,0.9325965100746059,"1"
-2.5066235966765227,4.935938707755769,-0.12276487216831887,"0"
-4.005750129677603,-0.06116994497556405,-0.18991772422909714,"0"
5.446089187873561,6.133259654045915,0.11459892946215725,"1"
3.4260183304034815,2.0735875445597003,-0.1897399513028019,"0"
-3.480196842025183,6.184677495955704,0.10239391652310259,"1"
0.6501035563116897,4.063617476009716,-0.20095074964871684,"0"
8.542107203033869,-1.4467270493909012,0.0796033863751559,"1"
-3.6399267268944886,4.08547241393741,-0.13254778009312237,"0"
9.703578020056348,-5.333762864873397,-0.09004116849791664,"0"
-7.649800992744007,5.0785006311104866,0.02617279744885658,"1"
7.993416408542576,-4.636246185766155,0.019814216803230516,"1"
-8.048378156711117,8.16108189438765,-0.07792100764521635,"0"
-8.01974397423389,-9.252115517326569,-0.025867403813631094,"0"
