"x","y","z","class_z","cross_select","x_*_y"
6.579466675770142,0.8280594598292446,5.448189621502739,"1",1,5.448189621502739
-2.338749221657457,-7.51615975318953,17.578412772625118,"1",1,17.578412772625118
5.021885320632535,-0.40787166153686627,-2.0482847097739905,"0",1,-2.0482847097739905
-0.8197600402127403,2.2900524561148856,-1.8772934935140233,"0",1,-1.8772934935140233
-1.5472192734526313,-3.2857260370940526,5.083738651877054,"1",1,5.083738651877054
-1.050726212654105,-0.46375008543516927,0.48727437088731307,"1",1,0.48727437088731307
-2.8327107712794986,-5.06015336482972,14.333950940879346,"1",1,14.333950940879346
-2.4354126836557093,-9.357010033227688,22.78818091601644,"1",1,22.78818091601644
-1.1983152671867074,8.456595665930319,-10.133667694909242,"0",1,-10.133667694909242
-8.53985020784598,1.8657739643707458,-15.933430177425132,"0",1,-15.933430177425132
2.654350938786278,7.070569848499197,18.767773715117794,"1",1,18.767773715117794
4.250212007284283,-1.8882056119388313,-8.025274164083989,"0",1,-8.025274164083989
2.350761099742698,-1.6313045984083896,-3.834807391769826,"0",1,-3.834807391769826
-2.723398337563239,9.96551083370155,-27.140055637471253,"0",1,-27.140055637471253
-7.513177490292282,-1.6735131723759125,12.573401496402333,"1",1,12.573401496402333
2.981864011803797,-6.380347537095314,-19.025328703665508,"0",1,-19.025328703665508
2.0465913626665593,9.687066385646538,19.82546639444177,"1",1,19.82546639444177
-3.8951390586915817,1.37121997234075,-5.341092472322446,"0",1,-5.341092472322446
-9.318926519817975,2.418488177870435,-22.537713618623044,"0",1,-22.537713618623044
1.3473991206630167,-9.726579552198872,-13.10558473569164,"0",1,-13.10558473569164
2.5589618476693925,-1.5951911159408496,-4.082033205433796,"0",1,-4.082033205433796
0.12575684324467673,0.6301154963873419,0.07924133570522462,"1",1,0.07924133570522462
-2.5066235966765227,4.935938707755769,-12.372540436609633,"0",1,-12.372540436609633
-4.005750129677603,-0.06116994497556405,0.24503151501823753,"1",1,0.24503151501823753
3.4260183304034815,2.0735875445597003,7.104148937357879,"1",1,7.104148937357879
0.6501035563116897,4.063617476009716,2.6417721726442487,"1",1,2.6417721726442487
8.542107203033869,-1.4467270493909012,-12.358097549425953,"0",1,-12.358097549425953
0.7592822136425941,7.134753768546322,5.417291635176691,"1",1,5.417291635176691
5.022935663071236,1.9212545482178545,9.650337988081276,"1",1,9.650337988081276
-5.485535729984948,-1.6956850485622876,9.30174092068969,"1",1,9.30174092068969
2.0539114128862366,7.758314427580082,15.93489054756668,"1",1,15.93489054756668
1.529451213653152,6.916383479415625,10.578271106682838,"1",1,10.578271106682838
5.708596092318725,2.980404980106721,17.013928222964495,"1",1,17.013928222964495
-5.914471044605829,2.6988338338122464,-15.962174564285071,"0",1,-15.962174564285071
-3.345276130237293,2.8881671961170934,-9.661716781304884,"0",1,-9.661716781304884
2.0795332408425615,3.7701343528136615,7.840119709118467,"1",1,7.840119709118467
9.257043529960537,2.6445114883903003,24.48035796350974,"1",1,24.48035796350974
2.7322693538377774,3.6913297557377174,10.085707166511654,"1",1,10.085707166511654
-2.9503103016479386,9.48970824745643,-27.997584002104112,"0",1,-27.997584002104112
-7.040192441881876,-2.965125191885784,20.875051965147847,"1",1,20.875051965147847
0.8460643949786668,6.498645663310242,5.498272711309316,"1",1,5.498272711309316
-9.768334091051951,-0.26562407020305656,2.5947046603684942,"1",1,2.5947046603684942
1.6984760161762136,9.101987450649016,15.459507384464231,"1",1,15.459507384464231
-2.3984442161777153,0.04342254234241594,-0.10414654553289944,"0",1,-0.10414654553289944
4.994685984531209,1.7634476696654726,8.807867360132358,"1",1,8.807867360132358
-0.24502263915616318,7.80133844844757,-1.911504535589071,"0",1,-1.911504535589071
8.895359685607787,1.3054059342247513,11.612055320656022,"1",1,11.612055320656022
-1.8580700688068639,4.717061776271763,-8.7646312992035,"0",1,-8.7646312992035
1.4114168559464453,-0.03289979630078044,-0.04643532705612602,"0",1,-0.04643532705612602
4.4593762990284365,-1.4757385869242956,-6.58087367809192,"0",1,-6.58087367809192
2.872373432881382,5.206036366498449,14.953680549744465,"1",1,14.953680549744465
-2.4167496882325645,-2.4054571953616115,5.8133879269469535,"1",1,5.8133879269469535
3.316091532158305,-0.4190334977518688,-1.3895534335856483,"0",1,-1.3895534335856483
-0.9146713034089551,4.329541901902932,-3.960107734577241,"0",1,-3.960107734577241
-2.4805960678090795,-3.423599061414622,8.492566369499967,"1",1,8.492566369499967
-5.062476748112474,0.3719791712273164,-1.883135905120438,"0",1,-1.883135905120438
-4.844020466458767,-0.6635385084792826,3.214194115357169,"1",1,3.214194115357169
2.9470470029680023,9.174149810077907,27.036650702569563,"1",1,27.036650702569563
-2.3061577366355728,-9.510892770585563,21.933618945197235,"1",1,21.933618945197235
2.3183435703626607,-4.2807473998087815,-9.924243210693367,"0",1,-9.924243210693367
8.598989356303992,-1.4349683955751686,-12.339277960183491,"0",1,-12.339277960183491
-0.32687752979780527,8.338504493323672,-2.7256697509855417,"0",1,-2.7256697509855417
0.09001508654038304,5.444922172941061,0.49012514060294005,"1",1,0.49012514060294005
-0.45379553460845656,1.6299826289584338,-0.7396788385106899,"0",1,-0.7396788385106899
6.8416565394038,1.0068697863450176,6.888657258075496,"1",1,6.888657258075496
0.49394443075327743,-3.640361117193893,-1.7981360997687026,"0",1,-1.7981360997687026
0.8136094803408973,-3.1017355139782214,-2.5236014196827266,"0",1,-2.5236014196827266
-7.791623310998263,1.2046945366203037,-9.386526034163008,"0",1,-9.386526034163008
2.1980809605764495,3.1228214208590757,6.86421430847063,"1",1,6.86421430847063
9.160511871770368,0.7346541174383159,6.729807764438674,"1",1,6.729807764438674
1.3479494848205995,-3.5843965339424066,-4.83158546132041,"0",1,-4.83158546132041
-0.8405478794564019,-8.183028091570915,6.878226909902099,"1",1,6.878226909902099
9.068833611032328,-1.8475896764638673,-16.755483357311864,"0",1,-16.755483357311864
0.8567831748467132,8.353226761122688,7.156904144609223,"1",1,7.156904144609223
-4.466258559508205,1.43660764840957,-6.4162612063641955,"0",1,-6.4162612063641955
8.109957904060746,2.35115040546912,19.06773081446992,"1",1,19.06773081446992
